Date,Open,High,Low,Close,Adj Close,Volume
1999-10-14,4.209353923797607,4.247796058654785,4.084418773651123,4.120458126068115,2.5032689571380615,780546
1999-10-15,4.192535877227783,4.300652980804443,4.127665996551514,4.283834934234619,2.6025238037109375,3444993
1999-10-18,4.283834934234619,4.312665939331055,4.108445167541504,4.170913219451904,2.533921480178833,1059831
1999-10-19,4.125263214111328,4.2045488357543945,4.122860908508301,4.158899784088135,2.526623249053955,774011
1999-10-20,4.156497001647949,4.252601146697998,4.132471084594727,4.19974422454834,2.5514373779296875,1056438
1999-10-21,4.175717830657959,4.175717830657959,4.127665996551514,4.144484043121338,2.5178654193878174,961666
1999-10-22,4.096432209014893,4.324678897857666,4.096432209014893,4.238185882568359,2.574791431427002,3325268
1999-10-25,4.274225234985352,4.274225234985352,4.156497001647949,4.206952095031738,2.555816411972046,1520731
1999-10-26,4.206952095031738,4.418381214141846,4.206952095031738,4.401562213897705,2.674046277999878,6556576
1999-10-27,4.4448089599609375,4.492860794067383,4.391952037811279,4.425588130950928,2.6886425018310547,6283680
1999-10-28,4.44961404800415,4.4808478355407715,4.324678897857666,4.34149694442749,2.637554883956909,3399051
1999-10-29,4.34149694442749,4.384744167327881,4.276627063751221,4.365522861480713,2.652151346206665,2079863
1999-11-01,4.365522861480713,4.375133991241455,4.262211799621582,4.264614105224609,2.5908467769622803,3734467981338501,3054087
2000-03-10,4.267016887664795,4.300652980804443,4.139678955078125,4.161302089691162,2.5280823707580566,3990968
2000-03-13,4.132471084594727,4.2045488357543945,4.132471084594727,4.18773078918457,2.5441384315490723,3133156
2000-03-14,4.240588188171387,4.240588188171387,4.036366939544678,4.120458126068115,2.5032689571380615,5532998
2000-03-15,4.120458126068115,4.240588188171387,4.120458126068115,4.180522918701172,2.539759397506714,2251103
2000-03-16,4.192535877227783,4.192535877227783,4.012341022491455,4.021952152252197,2.4434244632720947,3881349
2000-03-17,4.005133152008057,4.108445167541504,3.993119955062866,4.079614162445068,2.4784555435180664,3918276
2000-03-20,4.024353981018066,4.240588188171387,3.993119955062866,4.206952095031738,2.555816411972046,4459244
2000-03-21,4.209353923797607,4.319873809814453,4.163704872131348,4.300652980804443,2.6127419471740723,5583226
2000-03-22,4.300652980804443,4.307860851287842,4.132471084594727,4.185328006744385,2.5426793098449707,4120299
2000-03-23,4.180522918701172,4.252601146697998,4.132471084594727,4.216561794281006,2.5616540908813477,4556027
2000-03-24,4.214159965515137,4.312665939331055,4.206952095031738,4.214159965515137,2.560194969177246,4681195
2000-03-27,4.18773078918457,4.312665939331055,4.163704872131348,4.3102641105651855,2.6185801029205322,5476509
2000-03-28,4.3727312088012695,4.4448089599609375,4.288640022277832,4.343900203704834,2.639014959335327,7444223
2000-03-29,4.348704814910889,4.379939079284668,4.2045488357543945,4.257406234741211,2.586467981338501,4713997
2000-03-30,4.257406234741211,4.435198783874512,4.257406234741211,4.403964996337891,2.6755049228668213,8411796
2000-03-31,4.406367778778076,4.4448089599609375,4.324678897857666,4.355913162231445,2.646313428878784,6416998
2000-04-03,4.396757125854492,4.461627006530762,4.343900203704834,4.353509902954102,2.644853353500366,5307479
2000-04-04,4.348704814910889,4.776368141174316,4.324678897857666,4.492860794067383,2.7295117378234863,25133499
2000-04-05,4.488056182861328,4.5553288.3751339911995005
2000-08-14,4.564939022064209,4.57695198059082,4.5313029289245605,4.548120975494385,2.7925407886505127,1849246
2000-08-15,4.564939022064209,4.848445892333984,4.548120975494385,4.663445949554443,2.8633501529693604,4693886
2000-08-16,4.680263996124268,4.682666778564453,4.579354763031006,4.605782985687256,2.8279454708099365,2045234
2000-08-17,4.603381156921387,4.697082042694092,4.588964939117432,4.637016773223877,2.84712290763855,2400428
2000-08-18,4.651432991027832,4.651432991027832,4.545718193054199,4.560133934020996,2.7999167442321777,1467993
2000-08-21,4.572146892547607,4.661043167114258,4.545718193054199,4.57695198059082,2.8102428913116455,2778531
2000-08-22,4.591368198394775,4.598576068878174,4.492860794067383,4.492860794067383,2.7586112022399902,3242737
2000-08-23,4.5000691413879395,4.526497840881348,4.319873809814453,4.442407131195068,2.727632999420166,4668293
2000-08-24,4.4448089599609375,4.5313029289245605,4.324678897857666,4.46883487701416,2.743858814239502,2735316
2000-08-25,4.492860794067383,4.492860794067383,4.452016830444336,4.4808478355407715,2.751234769821167,1904853
2000-08-28,4.471238136291504,4.540913105010986,4.471238136291504,4.5000691413879395,2.7630372047424316,1788000
2000-08-29,4.504874229431152,4.610589027404785,4.492860794067383,4.603381156921387,2.8264706134796143,1940481
2000-08-30,4.600977897644043,4.600977897644043,4.476043224334717,4.497665882110596,2.761561632156372,1302626
2000-08-31,4.488056182861328,4.488056182861328,4.3607177734375,4.3607177734375,2.677475690841675,2006992
2000-09-01,4.3607177734375,4.432796001434326,4.329483985900879,4.363121032714844,2.6789512634277344,1540622
2000-09-04,4.339095115661621,4.396757125854492,4.339095115661621,4.391952037811279,2.696652889251709,1140884
2000-09-05,4.391952037811279,4.411172866821289,4.252601146697998,4.262211799621582,2.6169934272766113,1379339
2000-09-06,4.228575229644775,4.262211799621582,4.163704872131348,4.1685099601745605,2.559459924697876,1626891
2000-09-07,4.156497001647949,4.300652980804443,4.156497001647949,435546875,19157745743408,4.927731990814209,5.115133762359619,3.1406853199005127,5679755
2001-01-17,5.117537021636963,5.119939804077148,4.980588912963867,5.0118231773376465,3.077253580093384,2365912
2001-01-18,4.997406959533691,5.11273193359375,4.9926018714904785,5.040654182434082,3.0949554443359375,1832365
2001-01-19,5.043056011199951,5.256887912750244,5.043056011199951,5.155979156494141,3.165764808654785,3520036
2001-01-22,5.043056011199951,5.256887912750244,5.043056011199951,5.155979156494141,3.165764808654785,0
2001-01-23,5.043056011199951,5.256887912750244,5.043056011199951,5.155979156494141,3.165764808654785,0
2001-01-24,5.043056011199951,5.256887912750244,5.043056011199951,5.155979156494141,3.165764808654785,0
2001-01-25,5.043056011199951,5.256887912750244,5.043056011199951,5.155979156494141,3.165764808654785,0
2001-01-26,5.043056011199951,5.256887912750244,5.043056011199951,5.155979156494141,3.165764808654785,0
2001-01-29,5.043056011199951,5.256887912750244,5.043056011199951,5.155979156494141,3.165764808654785,0
2001-01-30,5.043056011199951,5.256887912750244,5.043056011199951,5.155979156494141,3.165764808654785,0
2001-01-31,5.043056011199951,5.256887912750244,5.043056011199951,5.155979156494141,3.165764808654785,0
2001-02-01,5.043056011199951,5.256887912750244,5.043056011199951,5.155979156494141,3.165764808654785,0
2001-02-02,5.043056011199951,5.256887912750244,5.043056011199951,5.155979156494141,3.165764808654785,0
2001-02-05,5.180005073547363,5.180005073547363,4.949355125427246,4.987796783447266,3.0625014305114746,2217868
2001-02-06,4.951757907867432,5.043056011199951,4.6850690841674805,4.8340301513671875,2.9680886268615723,3462391
2001-02-07,4.874875068664551,4.87727689743042,4.6850690841674805,4.745133876800537,2.913506507873535,1329930
2001-02-08,4.733120918273926,4.802796840667725,4.516887187957764,4.5577311515808105,2.798440933227539,2319695
2001-02-09,4.57695198059082,4.709095001220703,4.57695198059082,4.697082042694092,2.884002923965454,2166815
2001-02-12,4.723511219024658,4.723511219024658,4.5937700271606445,4.651187744141,4.831627845736963,5.194419860839844,3.1893680095672607,2022309
2001-06-22,5.189614772796631,5.242472171783447,5.167992115020752,5.230459213256836,3.233933448791504,1133043
2001-06-25,5.28571891784668,5.372212886810303,5.280913829803467,5.34818696975708,3.306722402572632,2178706
2001-06-26,5.34818696975708,5.403446197509766,5.321757793426514,5.333771228790283,3.297809362411499,1722833
2001-06-27,5.357797145843506,5.369810104370117,5.278511047363281,5.28571891784668,3.268099784851074,1703571
2001-06-28,5.290524005889893,5.333771228790283,5.225654125213623,5.2328619956970215,3.2354187965393066,1738949
2001-06-29,5.2328619956970215,5.280913829803467,5.2016282081604,5.213641166687012,3.22353458404541,1148339
2001-07-02,5.237667083740234,5.283316135406494,5.165588855743408,5.192018032073975,3.210165023803711,1025264
2001-07-03,5.2592902183532715,5.2592902183532715,5.165588855743408,5.213641166687012,3.22353458404541,736572
2001-07-04,5.213641166687012,5.235263824462891,5.182406902313232,5.194419860839844,3.2116503715515137,560238
2001-07-05,5.199224948883057,5.199224948883057,5.129549980163574,5.134355068206787,3.174513101577759,1172475
2001-07-06,5.129549980163574,5.1415629386901855,5.076693058013916,5.079094886779785,3.1403462886810303,1162012
2001-07-09,5.09351110458374,5.095913887023926,4.978186130523682,5.014225006103516,3.1002376079559326,1235536
2001-07-10,5.021432876586914,5.09351110458374,5.021432876586914,5.076693058013916,3.1388604640960693,849205
2001-07-11,5.081498146057129,5.088706016540527,4.98539400100708,4.990199089050293,3.0853826999664307,809123
2001-07-12,4.973381042480469,5.038250923156738,4.937342166900635,4.997406959533691,3.0898396968841553,731241
2001-07-13,5.088706016540527,5.088706016540527,4.949355125427246,4.973381042480469,3.074984550476074,719429
2001-07-16,5.071887969970703,5.071887969970703,4.87727689743042,4.925329208374023,3.0452747344970703,1448451
2001-07-17,4.932537078857422,4.973381042480469,4.778770923614502,4.87727689743042,3.015564441680908,2265870
2001-07-18,4.937342166900635,4.937342166900635,44.230978012084961,4.2309780173794746398926,862365
2001-11-26,3.7480549812316895,3.7480549812316895,3.700002908706665,3.7120161056518555,2.2950971126556396,393240
2001-11-27,3.7216269969940186,3.7816920280456543,3.719223976135254,3.7672760486602783,2.32926344871521,549987
2001-11-28,3.7840940952301025,3.8513669967651367,3.7840940952301025,3.827341079711914,2.366401195526123,1717077
2001-11-29,3.8393540382385254,3.8393540382385254,3.796107053756714,3.832145929336548,2.3693716526031494,845334
2001-11-30,3.7985100746154785,3.8561720848083496,3.7985100746154785,3.848963975906372,2.379770040512085,607945
2001-12-03,3.8561720848083496,3.9306530952453613,3.848963975906372,3.913835048675537,2.4198789596557617,1031070
2001-12-04,3.8922109603881836,3.9114320278167725,3.868185043334961,3.9066269397735596,2.4154226779937744,821784
2001-12-05,3.9114320278167725,4.029159069061279,3.8922109603881836,3.8922109603881836,2.4065089225769043,3044939
2001-12-06,3.868185043334961,3.949873924255371,3.868185043334961,3.949873924255371,2.4421615600585938,1458740
2001-12-07,3.9787049293518066,4.048379898071289,3.9642889499664307,4.000328063964844,2.4733569622039795,2170565
2001-12-10,4.048379898071289,4.048379898071289,3.940263032913208,4.029159069061279,2.491182565689087,1310180
2001-12-11,4.024353981018066,4.024353981018066,3.9282500743865967,3.9282500743865967,2.4287919998168945,720885
2001-12-12,3.8922109603881836,3.899419069290161,3.8297441005706787,3.8345489501953125,2.3708577156066895,1553317
2001-12-13,3.832145929336548,3.868185043334961,3.772080898284912,3.7744839191436768,2.3337202072143555,811620
2001-12-14,3.760067939758301,3.808120012283325,3.7312369346618652,3.750458002090454,2.318864583969116,585557
2001-12-17,3.7480549812316895,3.7937049865722656,3.740847110748291,3.7648730278015137,2.327777862548828,412798
2001-12-18,3.7672760486602783,3.84175705909729,3.7480549812316895,3.8393540382385254,2.3738279342651367,647544
2001-12-19,3.844158887863159,3.844158887863159,3.796107053756714,3.796107053756714,2.3470892906188965,537376
2001-12-20,3.760067939758301,3.77208089828654785,2.124264717102051,1026367
2002-04-29,3.868185043334961,3.9282500743865967,3.868185043334961,3.904223918914795,2.4139363765716553,764005
2002-04-30,3.904223918914795,3.904223918914795,3.8561720848083496,3.868185043334961,2.3916544914245605,597473
2002-05-01,3.904223918914795,3.904223918914795,3.8561720848083496,3.868185043334961,2.3916544914245605,0
2002-05-02,3.904223918914795,3.904223918914795,3.8561720848083496,3.868185043334961,2.3916544914245605,0
2002-05-03,3.904223918914795,3.904223918914795,3.8561720848083496,3.868185043334961,2.3916544914245605,0
2002-05-06,3.904223918914795,3.904223918914795,3.8561720848083496,3.868185043334961,2.3916544914245605,0
2002-05-07,3.904223918914795,3.904223918914795,3.8561720848083496,3.868185043334961,2.3916544914245605,0
2002-05-08,3.868185043334961,3.8801980018615723,3.844158887863159,3.8561720848083496,2.3842270374298096,310913
2002-05-09,3.848963975906372,3.8970160484313965,3.832145929336548,3.8729898929595947,2.394625425338745,674244
2002-05-10,3.846561908721924,3.8585751056671143,3.791301965713501,3.7937049865722656,2.3456039428710938,480737
2002-05-13,3.772080898284912,3.8297441005706787,3.760067939758301,3.772080898284912,2.3322346210479736,351993
2002-05-14,3.7672760486602783,3.822535991668701,3.7672760486602783,3.791301965713501,2.344118356704712,711907
2002-05-15,3.776885986328125,3.776885986328125,3.724029064178467,3.7264320850372314,2.3040101528167725,302172
2002-05-16,3.7264320850372314,3.7480549812316895,3.5750679969787598,3.5798730850219727,2.2133944034576416,777491
2002-05-17,3.5798730850219727,3.6951980590820312,3.5798730850219727,3.644742965698242,2.25350284576416,622966
2002-05-20,3.5798730850219727,3.6399381160736084,3.555846929550171,3.560652017593384,2.201510190963745,595604
2002-05-21,3.724029064178467,3.724029064178467,3.6159119606018066,3.7072110176086426,2.292125701904297,655544
2002-05-22,3.7072110176086426,3.7072110176086426,3.5582499504089355,3.6038990020751953,2.2282493114471436,701510
2002-05-23,3.647145986557007,3.6567559242248535,3.5582499504089355,3.5798730850219727,2.2133944034576410278015137,3.6807820796966553,3.69519805909503936768,3.4116909503936768,3.4116909503936768,2.1369831562042236,0
2002-10-01,3.4116909503936768,3.4116909503936768,3.4116909503936768,3.4116909503936768,2.1369831562042236,0
2002-10-02,3.4116909503936768,3.4116909503936768,3.4116909503936768,3.4116909503936768,2.1369831562042236,0
2002-10-03,3.4116909503936768,3.4116909503936768,3.4116909503936768,3.4116909503936768,2.1369831562042236,0
2002-10-04,3.4116909503936768,3.4116909503936768,3.4116909503936768,3.4116909503936768,2.1369831562042236,0
2002-10-07,3.4116909503936768,3.4116909503936768,3.4116909503936768,3.4116909503936768,2.1369831562042236,0
2002-10-08,3.382859945297241,3.3996779918670654,3.3636391162872314,3.3732500076293945,2.1129050254821777,745850
2002-10-09,3.37084698677063,3.37084698677063,3.284353017807007,3.284353017807007,2.057222366333008,920486
2002-10-10,3.1233789920806885,3.279547929763794,3.1233789920806885,3.221885919570923,2.018095016479492,724007
2002-10-11,3.2098729610443115,3.24350905418396,3.185847043991089,3.1906518936157227,1.9985305070877075,449929
2002-10-14,3.1906518936157227,3.2411069869995117,3.1426000595092773,3.219482898712158,2.016590118408203,579950
2002-10-15,3.1930549144744873,3.221885919570923,3.188249111175537,3.1978600025177,2.0030460357666016,393998
2002-10-16,3.2122750282287598,3.2867560386657715,3.2122750282287598,3.238703966140747,2.0286290645599365,828256
2002-10-17,3.24350905418396,3.24350905418396,3.1401970386505127,3.147404909133911,1.9714422225952148,804029
2002-10-18,3.149807929992676,3.1954569816589355,3.1353919506073,3.149807929992676,1.9729474782943726,506239
2002-10-21,3.183444023132324,3.183444023132324,3.1426000595092773,3.1594181060791016,1.9789665937423706,440926
2002-10-22,3.183444023132324,3.2338991165161133,3.1594181060791016,3.2146780490875244,2.013580322265625,669137
2002-10-23,3.2146780490875244,3.2266910076141357,3.1786389350891113,3.2002620697021484,2.0045506954193115,894635
2002-10-24,3.2002620697021484,3.2050681114196777,3.1353919506073,3.147404909133911,1.9714422225952148,1107695
2002-10-25,3.1353919506073,3.185080909729004,2.5803918838500977,1.616281747816,2.7701969146728516,2.818248987197876,1.7652688026428223,3407196
2003-03-04,2.823054075241089,2.8350670337677,2.7918200492858887,2.799027919769287,1.7532291412353516,3969167
2003-03-05,2.799027919769287,2.8158459663391113,2.7389628887176514,2.7701969146728516,1.7351701259613037,3111541
2003-03-06,2.7701969146728516,2.7846128940582275,2.7221450805664062,2.731755018234253,1.7110915184020996,2270890
2003-03-07,2.731755018234253,2.746170997619629,2.6981189250946045,2.705327033996582,1.6945377588272095,1822367
2003-03-10,2.686105966567993,2.710131883621216,2.6380538940429688,2.6428589820861816,1.6554094552993774,1819279
2003-03-11,2.6404569149017334,2.6668848991394043,2.6308460235595703,2.6476640701293945,1.6584194898605347,1413885
2003-03-12,2.6452620029449463,2.6572749614715576,2.587599039077759,2.6428589820861816,1.6554094552993774,2010135
2003-03-13,2.6260409355163574,2.650067090988159,2.5948069095611572,2.6020150184631348,1.6298259496688843,1346874
2003-03-14,2.6068201065063477,2.6476640701293945,2.5948069095611572,2.614027976989746,1.6373505592346191,900828
2003-03-17,2.614027976989746,2.614027976989746,2.5539629459381104,2.5803918838500977,1.6162817478179932,1156197
2003-03-18,2.5948069095611572,2.6476640701293945,2.5659759044647217,2.5683789253234863,1.6087571382522583,1242949
2003-03-19,2.5659759044647217,2.5948069095611572,2.546755075454712,2.582793951034546,1.6177866458892822,819133
2003-03-20,2.5948069095611572,2.6212360858917236,2.5707809925079346,2.5803918838500977,1.6162817478179932,575626
2003-03-21,2.5707809925079346,2.6308460235595703,2.5707809925079346,2.5948069095611572,1.6253108978271484,576658
2003-03-24,2.587599039077759,2.618833065032959,2.587599039077759,2.6044180393218994,1.6313313245773315,403937
2003-03-25,2.618833065032959,2.618833065032959,2.541949987411499,2.546755075454712,1.5952129364013672,882377
2003-03-26,2.5347421169281006,2.5587680339813232,2.505911111831665,2.510715961456299,1.572638988494873,1376009
2003-03-27,2.5083138942718506,2.5948069095611572,2.489093065261841,2.5683789253234863,1.6087571382522583,2699701579151153564,2.3641579151153564,2.3641579151153564,1675,1015857
2003-08-04,2.0902609825134277,2.2320148944854736,2.085455894470215,2.174351930618286,1.378039836883545,5857055
2003-08-05,2.1815600395202637,2.203183889389038,2.1647419929504395,2.171950101852417,1.376517653465271,2855419
2003-08-06,2.174351930618286,2.207988977432251,2.1287031173706055,2.1839630603790283,1.3841310739517212,2482331
2003-08-07,2.1815600395202637,2.198378086090088,2.1455209255218506,2.157533884048462,1.36738121509552,933613
2003-08-08,2.1599369049072266,2.1599369049072266,2.1142868995666504,2.116689920425415,1.3414955139160156,817918
2003-08-11,2.102273941040039,2.1503260135650635,2.102273941040039,2.1455209255218506,1.3597673177719116,697669
2003-08-12,2.1455209255218506,2.1599369049072266,2.1142868995666504,2.157533884048462,1.36738121509552,738516
2003-08-13,2.138313055038452,2.157533884048462,2.1142868995666504,2.1142868995666504,1.3399721384048462,720486
2003-08-14,2.1142868995666504,2.1455209255218506,2.0782480239868164,2.1431190967559814,1.3582453727722168,1799617
2003-08-15,2.131105899810791,2.174351930618286,2.1287031173706055,2.174351930618286,1.378039836883545,1813568
2003-08-18,2.198378086090088,2.244028091430664,2.1839630603790283,2.1911709308624268,1.3886991739273071,6595692
2003-08-19,2.162338972091675,2.2007811069488525,2.162338972091675,2.1815600395202637,1.3826082944869995,1387696
2003-08-20,2.1647419929504395,2.171950101852417,2.1287031173706055,2.1503260135650635,1.362813115119934,1251436
2003-08-21,2.1479239463806152,2.174351930618286,2.1287031173706055,2.1599369049072266,1.3689039945602417,742945
2003-08-22,2.1503260135650635,2.2055859565734863,2.1479239463806152,2.1647419929504395,1.3719490766525269,1473416
2003-08-25,2.157533884048462,2.174351930618286,2.1190929412841797,2.1190929412841797,1.3430184125900269,1327312
2003-08-26,2.1190929412841797,2.1190929412841797,2.1190929412841797,2.1190929412841797,1.3430184125900269,0
2003-08-27,2.1142868995666504,2.1142868995666504,2.044611930847168,2.0782480239868164,1.3171321153640747,2883788
2003-08-28,2.075845956802368,2.1070799827575684,2.054222106933593843301392,1.193793773651123,309044
2003-10-20,1.8740270137
2004-01-02,1.9413000345230103,1.958117961883545,1.931689977645874,1.9557160139083862,1.239474892616272,1504403
2004-01-05,1.958117961883545,1.958117961883545,1.8884429931640625,1.9220789670944214,1.2181566953659058,5103255
2004-01-06,1.9220789670944214,1.938897967338562,1.8932479619979858,1.9004559516906738,1.2044527530670166,2907200
2004-01-07,1.8860399723052979,1.9220789670944214,1.8860399723052979,1.9076639413833618,1.2090210914611816,3267356
2004-01-08,1.917273998260498,1.9533129930496216,1.8908460140228271,1.9461050033569336,1.2333835363388062,4407841
2004-01-09,1.950911045074463,1.9701310396194458,1.9220789670944214,1.938897967338562,1.228816270828247,4346708
2004-01-12,1.9557160139083862,1.9557160139083862,1.9220789670944214,1.9461050033569336,1.2333835363388062,1968113
2004-01-13,1.950911045074463,2.0277938842773438,1.9340920448303223,2.0109760761260986,1.2744970321655273,5499484
2004-01-14,2.0157809257507324,2.0157809257507324,1.950911045074463,1.9629240036010742,1.2440431118011475,3181969
2004-01-15,1.9629240036010742,1.9821439981460571,1.9461050033569336,1.9677289724349976,1.2470883131027222,2691014
2004-01-16,1.9677289724349976,2.0013649463653564,1.9533129930496216,1.9941569566726685,1.263837456703186,3246620
2004-01-19,1.9677289724349976,2.0013649463653564,1.9533129930496216,1.9941569566726685,1.263837456703186,0
2004-01-20,1.9677289724349976,2.0013649463653564,1.9533129930496216,1.9941569566726685,1.263837456703186,0
2004-01-21,1.9677289724349976,2.0013649463653564,1.9533129930496216,1.9941569566726685,1.263837456703186,0
2004-01-22,1.9677289724349976,2.0013649463653564,1.9533129930496216,1.9941569566726685,1.263837456703186,0
2004-01-23,1.9677289724349976,2.0013649463653564,1.9533129930496216,1.9941569566726685,1.263837456703186,0
2004-01-26,1.9677289724349976,2.0013649463653564,1.9533129930496216,1.9941569566726685,1.263837456703186,0
2004-01-27,1.9677289724349976,2.0013649463653564,1.9533129930496216,1.9941569566726685,1.263837456703186,0
2004-01-28,1.9677289724349976,2.0013649463653564,1.9533129930496216,1.9941569566726685,1.263837456703975,1.3856532573699951,1904066
2004-03-19,2.198378086090088,2.255,1.9749369621276855,1.9124690294265747,1.917273998260498,1.2151113748550415,1629484
2004-06-04,1.917273998260498,1.931689977645874,1.8812350034713745,1.924481987953186,1.2196797132492065,792782
2004-06-07,1.924481987953186,1.9268850088119507,1.8716249465942383,1.8860399723052979,1.1953163146972656,678015
2004-06-08,1.8860399723052979,1.917273998260498,1.8500009775161743,1.8572089672088623,1.1770442724227905,894447
2004-06-09,1.8572089672088623,1.8692220449447632,1.7827290296554565,1.7923389673233032,1.135931372642517,1245317
2004-06-10,1.7779229879379272,1.81876802444458,1.7562999725341797,1.765910029411316,1.1319271326065063,718072
2004-06-11,1.773118019104004,1.8235729932785034,1.7683130502700806,1.7683130502700806,1.133467435836792,1109498
2004-06-14,1.7683130502700806,1.7683130502700806,1.6866250038146973,1.7106510400772095,1.0965068340301514,1131557
2004-06-15,1.6986379623413086,1.7346769571304321,1.6986379623413086,1.732274055480957,1.110366702079773,695076
2004-06-16,1.7226639986038208,1.7562999725341797,1.7058449983596802,1.7442870140075684,1.1180670261383057,769083
2004-06-17,1.7346769571304321,1.7346769571304321,1.6914299726486206,1.7010400295257568,1.0903464555740356,868180
2004-06-18,1.7058449983596802,1.7154560089111328,1.6794170141220093,1.6914299726486206,1.084186315536499,685844
2004-06-21,1.6938320398330688,1.7250659465789795,1.681818962097168,1.7250659465789795,1.1057467460632324,736914
2004-06-22,1.7418839931488037,1.765910029411316,1.7250659465789795,1.7490919828414917,1.1211470365524292,941297
2004-06-23,1.732274055480957,1.7418839931488037,1.7034430503845215,1.7370790243148804,1.1134469509124756,540031
2004-06-24,1.7370790243148804,1.7490919828414917,1.7058449983596802,1.7058449983596802,1.09342622756958,716307
2004-06-25,1.7058449983596802,1.7058449983596802,1.6457799673080444,1.648182988166809,1.05646550655365,1279530
2004-06-28,1.6529879570007324,1.662598967552185,1.6361700296401978,1.6433780193328857,1.0533857345581055,964372
